Numero de iteracoes: 24
Erro: 9.44726e-07
Tempo de Resolucao do Problema: 345.905 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19
0	0.507947	0.0159391	0.0118752	0.011953	0.0122378	0.0128606	0.00918487	0.00999963	0.0112803	0.013364	0.0169441	0.0231866	0.00916991	0.00818977	0.00575832	0.00163793	0.000414465	2.83954e-05	4.17812e-06	
0.05	0.463548	0.017794	0.0132985	0.0134259	0.0137927	0.0145527	0.0104345	0.0114034	0.0129237	0.0154026	0.0196894	0.0272813	0.0109204	0.00996331	0.00729567	0.00221667	0.000624391	4.92028e-05	8.35109e-06	
0.1	0.428424	0.0189407	0.014183	0.0143463	0.0147707	0.0156242	0.0112297	0.0122993	0.0139735	0.0167016	0.0214262	0.0298434	0.0121981	0.0112453	0.0083849	0.002622	0.000765591	6.279e-05	1.09063e-05	
0.15	0.399557	0.0196436	0.0147336	0.0149281	0.0153995	0.0163256	0.011758	0.0129014	0.0146866	0.017592	0.0226257	0.0316306	0.0132219	0.012286	0.00928149	0.00296145	0.000881947	7.37928e-05	1.29178e-05	
0.2	0.375046	0.02006	0.0150701	0.0152941	0.0158071	0.0167942	0.0121195	0.0133212	0.0151923	0.0182335	0.0235022	0.0329588	0.014078	0.0131685	0.0100498	0.00325554	0.000981477	8.30884e-05	1.45891e-05	
0.25	0.353679	0.0202852	0.0152639	0.0155161	0.0160669	0.0171071	0.0123693	0.0136185	0.0155586	0.0187072	0.0241604	0.0339735	0.0148063	0.0139283	0.0107166	0.00351336	0.00106793	9.10875e-05	1.60131e-05	
0.3	0.334669	0.0203777	0.0153581	0.0156373	0.0162226	0.0173093	0.0125389	0.0138275	0.0158235	0.0190578	0.0246566	0.0347518	0.0154292	0.0145855	0.0112975	0.00374042	0.00114352	9.80334e-05	1.7242e-05	
0.35	0.317493	0.0203745	0.01538	0.0156845	0.0163011	0.0174283	0.0126478	0.0139688	0.0160099	0.0193122	0.0250246	0.0353407	0.0159616	0.0151536	0.0118038	0.00394055	0.00120976	0.00010409	1.83096e-05	
0.4	0.301799	0.0202999	0.0153474	0.0156753	0.0163199	0.0174823	0.0127084	0.0140559	0.0161329	0.019488	0.0252874	0.0357729	0.0164146	0.0156431	0.0122439	0.00411664	0.00126776	0.000109375	1.92392e-05	
0.45	0.287335	0.0201705	0.0152722	0.0156216	0.0162911	0.0174836	0.0127297	0.0140984	0.0162032	0.0195983	0.0254617	0.0360725	0.0167971	0.0160625	0.0126248	0.00427101	0.00131842	0.00011398	2.00481e-05	
0.5	0.273923	0.019998	0.0151632	0.015532	0.0162233	0.0174413	0.0127181	0.0141033	0.016229	0.0196527	0.0255605	0.036259	0.0171166	0.0164186	0.012952	0.00440562	0.00136246	0.00011798	2.07498e-05	
0.55	0.261426	0.0197909	0.0150267	0.0154129	0.0161233	0.0173626	0.0126788	0.0140763	0.0162169	0.0196594	0.0255944	0.036348	0.0173792	0.0167176	0.0132307	0.00452216	0.0014005	0.000121434	2.13555e-05	
0.6	0.249739	0.019556	0.0148677	0.0152695	0.0159963	0.0172531	0.0126159	0.0140221	0.016172	0.0196248	0.0255722	0.0363525	0.0175907	0.0169647	0.013465	0.00462214	0.00143309	0.000124395	2.18744e-05	
0.65	0.238777	0.0192986	0.0146903	0.0151059	0.0158467	0.0171175	0.0125327	0.0139445	0.0160989	0.0195546	0.0255013	0.0362837	0.0177557	0.0171646	0.0136588	0.00470689	0.00146069	0.000126907	2.23144e-05	
0.7	0.228471	0.0190228	0.0144977	0.0149254	0.015678	0.0169596	0.0124323	0.0138466	0.0160014	0.0194533	0.0253881	0.0361509	0.0178787	0.0173214	0.0138155	0.00477765	0.00148373	0.00012901	2.26826e-05	
0.75	0.218761	0.0187322	0.0142927	0.014731	0.0154932	0.0167828	0.012317	0.0137314	0.0158828	0.019325	0.025238	0.0359623	0.0179634	0.0174389	0.0139382	0.00483552	0.00150259	0.000130739	2.29851e-05	
0.8	0.209596	0.0184298	0.0140775	0.014525	0.0152951	0.0165901	0.0121891	0.0136012	0.0157458	0.0191733	0.0250556	0.0357248	0.0180133	0.0175204	0.0140298	0.00488152	0.00151762	0.000132126	2.32276e-05	
0.85	0.200934	0.0181181	0.0138541	0.0143095	0.0150857	0.0163837	0.0120504	0.0134581	0.0155931	0.0190013	0.0248452	0.0354445	0.0180317	0.0175691	0.0140929	0.00491661	0.00152914	0.0001332	2.3415e-05	
0.9	0.192734	0.0177992	0.0136242	0.0140863	0.0148671	0.016166	0.0119024	0.013304	0.0154267	0.0188115	0.0246103	0.0351269	0.0180213	0.0175878	0.0141299	0.00494164	0.00153744	0.000133986	2.35519e-05	
0.95	0.184963	0.017475	0.0133893	0.0138569	0.0146409	0.0159388	0.0117466	0.0131404	0.0152485	0.0186064	0.0243542	0.0347767	0.0179848	0.0175791	0.014143	0.00495744	0.00154277	0.000134509	2.36427e-05	
1	0.177589	0.017147	0.0131506	0.0136227	0.0144085	0.0157036	0.0115843	0.0129688	0.0150602	0.0183881	0.0240795	0.034398	0.0179245	0.0175453	0.0141341	0.00496475	0.0015454	0.00013479	2.3691e-05	
1.05	0.170585	0.0168167	0.0129093	0.0133849	0.0141713	0.0154621	0.0114165	0.0127904	0.0148633	0.0181584	0.0237888	0.0339947	0.0178427	0.0174887	0.0141053	0.00496427	0.00154555	0.00013485	2.37006e-05	
1.1	0.163926	0.0164851	0.0126661	0.0131444	0.0139304	0.0152153	0.0112442	0.0126063	0.014659	0.0179189	0.0234844	0.0335701	0.0177414	0.0174114	0.0140581	0.00495663	0.00154342	0.000134708	2.36747e-05	
1.15	0.157588	0.0161533	0.012422	0.0129022	0.0136866	0.0149644	0.0110682	0.0124174	0.0144486	0.0176711	0.0231682	0.033127	0.0176223	0.0173151	0.0139943	0.00494246	0.00153921	0.000134381	2.36163e-05	
1.2	0.151552	0.0158221	0.0121777	0.0126589	0.013441	0.0147104	0.0108892	0.0122248	0.0142331	0.0174163	0.0228419	0.0326683	0.0174873	0.0172016	0.0139153	0.00492231	0.00153311	0.000133884	2.35283e-05	
1.25	0.145798	0.0154923	0.0119337	0.0124153	0.0131941	0.0144541	0.010708	0.012029	0.0140133	0.0171557	0.0225072	0.0321962	0.0173379	0.0170725	0.0138225	0.00489669	0.00152527	0.000133234	2.34132e-05	
1.3	0.14031	0.0151646	0.0116906	0.012172	0.0129468	0.0141964	0.0105251	0.0118308	0.0137901	0.0168902	0.0221654	0.031713	0.0171755	0.0169294	0.0137171	0.0048661	0.00151586	0.000132443	2.32735e-05	
1.35	0.13507	0.0148395	0.0114489	0.0119294	0.0126995	0.0139378	0.010341	0.0116308	0.0135643	0.0166209	0.021818	0.0312205	0.0170015	0.0167735	0.0136005	0.00483098	0.00150502	0.000131525	2.31114e-05	
1.4	0.130065	0.0145174	0.0112089	0.0116881	0.0124527	0.013679	0.0101563	0.0114295	0.0133365	0.0163486	0.0214659	0.0307206	0.0168171	0.0166062	0.0134736	0.00479176	0.00149289	0.000130491	2.29291e-05	
1.45	0.125281	0.0141988	0.010971	0.0114483	0.0122069	0.0134205	0.00997123	0.0112275	0.0131073	0.0160741	0.0211103	0.0302148	0.0166234	0.0164286	0.0133376	0.00474884	0.00147958	0.000129353	2.27285e-05	
1.5	0.120705	0.013884	0.0107355	0.0112104	0.0119626	0.0131627	0.00978627	0.0110251	0.0128773	0.0157979	0.0207521	0.0297046	0.0164216	0.0162419	0.0131933	0.00470256	0.00146521	0.00012812	2.25113e-05	
1.55	0.116327	0.0135733	0.0105026	0.0109748	0.0117199	0.012906	0.00960173	0.0108228	0.0126468	0.0155208	0.0203921	0.0291911	0.0162125	0.016047	0.0130417	0.00465328	0.0014499	0.000126803	2.22793e-05	
1.6	0.112135	0.013267	0.0102726	0.0107416	0.0114793	0.0126509	0.00941788	0.0106209	0.0124164	0.0152433	0.0200311	0.0286756	0.0159971	0.015845	0.0128835	0.00460131	0.00143374	0.000125409	2.20339e-05	
1.65	0.108119	0.0129651	0.0100455	0.010511	0.011241	0.0123977	0.00923499	0.0104197	0.0121864	0.0149659	0.0196699	0.0281592	0.0157762	0.0156366	0.0127196	0.00454694	0.00141683	0.000123948	2.17767e-05	
1.7	0.104271	0.012668	0.00982173	0.0102834	0.0110051	0.0121465	0.00905329	0.0102194	0.0119572	0.014689	0.0193089	0.0276427	0.0155506	0.0154227	0.0125506	0.00449044	0.00139924	0.000122427	2.1509e-05	
1.75	0.100581	0.0123758	0.00960122	0.0100587	0.010772	0.0118978	0.00887297	0.0100205	0.011729	0.0144131	0.0189488	0.0271271	0.015321	0.015204	0.0123772	0.00443207	0.00138107	0.000120853	2.1232e-05	
1.8	0.097042	0.0120885	0.00938412	0.00983721	0.0105417	0.0116516	0.00869423	0.00982291	0.0115022	0.0141384	0.0185901	0.0266131	0.0150881	0.0149813	0.0122001	0.00437207	0.00136238	0.000119232	2.09469e-05	
1.85	0.0936461	0.0118062	0.00917054	0.00961897	0.0103145	0.0114082	0.00851722	0.00962701	0.011277	0.0138654	0.0182332	0.0261014	0.0148524	0.0147551	0.0120197	0.00431064	0.00134324	0.000117572	2.06547e-05	
