Numero de iteracoes: 24
Erro: 9.4471e-07
Tempo de Resolucao do Problema: 2369.53 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19
1.74286	0.101099	0.0124145	0.0096305	0.0100886	0.0108031	0.011931	0.00889707	0.0100471	0.0117596	0.01445	0.0189971	0.0271964	0.0153515	0.015233	0.0124002	0.00443978	0.00138347	0.000121061	2.12686e-05	
1.77143	0.0990464	0.0122494	0.0095058	0.00996143	0.010671	0.0117898	0.00879463	0.00993391	0.0116297	0.0142928	0.0187919	0.0269024	0.015219	0.0151065	0.0122997	0.00440582	0.00137289	0.000120144	2.11073e-05	
1.8	0.0970422	0.0120859	0.00938222	0.0098353	0.0105398	0.0116495	0.00869273	0.00982125	0.0115003	0.0141361	0.0185872	0.026609	0.0150856	0.0149789	0.0121981	0.00437135	0.00136215	0.000119213	2.09435e-05	
1.82857	0.0950846	0.011924	0.00925978	0.00971024	0.0104096	0.0115101	0.00859139	0.00970913	0.0113715	0.0139799	0.0183831	0.0263164	0.0149512	0.01485	0.0120954	0.00433642	0.00135127	0.000118269	2.07774e-05	
1.85714	0.0931724	0.0117638	0.0091385	0.00958625	0.0102804	0.0113717	0.00849064	0.00959758	0.0112432	0.0138243	0.0181796	0.0260246	0.0148161	0.0147202	0.0119918	0.00430107	0.00134026	0.000117312	2.06091e-05	
1.88571	0.0913043	0.0116053	0.00901839	0.00946337	0.0101523	0.0112342	0.00839051	0.00948664	0.0111155	0.0136694	0.0179769	0.0257338	0.0146803	0.0145895	0.0118872	0.00426532	0.00132912	0.000116345	2.0439e-05	
1.91429	0.0894791	0.0114485	0.00889946	0.00934159	0.0100252	0.0110977	0.00829102	0.00937632	0.0109884	0.0135151	0.017775	0.0254441	0.0145439	0.014458	0.011782	0.00422923	0.00131787	0.000115368	2.02671e-05	
1.94286	0.0876955	0.0112933	0.00878171	0.00922094	0.00989915	0.0109622	0.00819218	0.00926665	0.010862	0.0133616	0.017574	0.0251555	0.014407	0.0143258	0.011676	0.00419281	0.00130652	0.000114381	2.00936e-05	
1.97143	0.0859525	0.0111398	0.00866516	0.00910143	0.0097742	0.0108277	0.00809402	0.00915767	0.0107364	0.0132088	0.0173739	0.0248683	0.0142696	0.0141931	0.0115694	0.00415611	0.00129508	0.000113386	1.99186e-05	
2	0.0842489	0.010988	0.00854981	0.00898306	0.00965034	0.0106943	0.00799657	0.00904939	0.0106114	0.0130569	0.0171748	0.0245824	0.014132	0.0140598	0.0114624	0.00411915	0.00128356	0.000112384	1.97424e-05	
2.02857	0.0825837	0.0108379	0.00843566	0.00886584	0.0095276	0.010562	0.00789982	0.00894184	0.0104873	0.0129058	0.0169768	0.024298	0.0139941	0.013926	0.0113548	0.00408196	0.00127197	0.000111375	1.9565e-05	
2.05714	0.0809558	0.0106895	0.00832272	0.00874979	0.00940598	0.0104308	0.00780381	0.00883504	0.0103639	0.0127556	0.0167799	0.0240151	0.013856	0.013792	0.0112469	0.00404458	0.00126031	0.000110361	1.93866e-05	
2.08571	0.0793642	0.0105427	0.00821099	0.0086349	0.00928549	0.0103007	0.00770853	0.008729	0.0102413	0.0126063	0.0165841	0.0237338	0.0137179	0.0136577	0.0111387	0.00400702	0.00124861	0.000109341	1.92073e-05	
2.11429	0.0778079	0.0103977	0.00810047	0.00852119	0.00916613	0.0101717	0.00761402	0.00862374	0.0101196	0.0124579	0.0163896	0.0234541	0.0135797	0.0135232	0.0110303	0.00396932	0.00123685	0.000108318	1.90273e-05	
2.14286	0.0762861	0.0102543	0.00799117	0.00840865	0.00904793	0.0100438	0.00752027	0.00851928	0.00999871	0.0123106	0.0161962	0.0231762	0.0134415	0.0133885	0.0109216	0.00393149	0.00122506	0.00010729	1.88467e-05	
