Numero de iteracoes: 13
Erro: 2.58797e-07
Tempo de Resolucao do Problema: 18040.2 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	1.86277	0.0347161	0.0169721	0.0101714	0.00998866	0.00501095	0.00377133	0.00294996	0.00237504	0.00235616	0.00165663	0.00140737	0.00121222	0.00105595	0.000928642	0.000823438	0.000735434	0.000661031	0.000597531	0.00054288	
0.02	1.86492	0.0351468	0.0172682	0.0103983	0.0101863	0.00516943	0.00390797	0.00307023	0.00248253	0.00245786	0.00174615	0.0014896	0.00128833	0.00112682	0.000994961	0.000885775	0.000794252	0.000716715	0.000650407	0.000593226	
0.04	1.86728	0.0355473	0.0175344	0.0105957	0.0103612	0.00529916	0.00401668	0.00316336	0.00256364	0.00253581	0.00181051	0.0015474	0.00134068	0.00117457	0.00103878	0.000926188	0.0008317	0.000751559	0.000682948	0.000623718	
0.06	1.86984	0.0359216	0.0177764	0.0107708	0.0105183	0.00540971	0.00410792	0.00324053	0.00263016	0.0026002	0.00186254	0.00159391	0.00138269	0.00121282	0.00107386	0.000958564	0.000861744	0.000779577	0.000709191	0.000648396	
0.08	1.87258	0.0362732	0.0179985	0.0109287	0.0106613	0.00550706	0.0041877	0.00330769	0.00268788	0.00265625	0.00190758	0.00163417	0.00141905	0.00124594	0.00110424	0.000986607	0.000887763	0.000803827	0.000731884	0.000669707	
0.1	1.87551	0.0366049	0.0182044	0.0110733	0.010793	0.00559502	0.00425959	0.00336813	0.00273978	0.00270673	0.00194805	0.00167032	0.00145168	0.00127562	0.00113143	0.00101166	0.000910958	0.0008254	0.000752025	0.000688577	
0.12	1.87861	0.0369192	0.0183968	0.0112074	0.0109156	0.00567602	0.00432572	0.00342369	0.00278747	0.00275319	0.00198516	0.00170343	0.00148149	0.0013027	0.00115618	0.0010344	0.000931972	0.000844898	0.000770188	0.000705557	
0.14	1.88188	0.0372183	0.018578	0.0113329	0.0110307	0.00575164	0.00438743	0.0034755	0.00283188	0.00279654	0.00201962	0.00173409	0.00150906	0.00132767	0.00117895	0.00105529	0.000951227	0.000862728	0.000786766	0.000721026	
0.16	1.8853	0.037504	0.0187498	0.0114516	0.0111397	0.00582297	0.00444559	0.00352427	0.00287362	0.00283734	0.00205187	0.00176273	0.00153475	0.00135089	0.00120008	0.00107464	0.000969029	0.000879184	0.000802041	0.000735256	
0.18	1.88888	0.0377778	0.0189135	0.0115645	0.0112434	0.00589076	0.0045008	0.00357048	0.0029131	0.00287601	0.00208224	0.00178965	0.00155884	0.00137263	0.00121983	0.00109269	0.00098561	0.000894488	0.000816224	0.000748451	
0.2	1.89261	0.0380411	0.0190703	0.0116726	0.0113428	0.00595553	0.00455347	0.00361449	0.00295062	0.00291282	0.00211099	0.00181509	0.00158156	0.0013931	0.0012384	0.00110963	0.00100115	0.000908808	0.000829477	0.000760764	
