Numero de iteracoes: 13
Erro: 2.58656e-07
Tempo de Resolucao do Problema: 3634.6 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	1.86268	0.0347176	0.016973	0.010172	0.00998923	0.00501126	0.00377157	0.00295014	0.00237518	0.00235631	0.00165672	0.00140744	0.00121228	0.001056	0.000928681	0.00082347	0.00073546	0.000661052	0.000597548	0.000542894	
0.1	1.87533	0.0366311	0.0182343	0.0111047	0.0108165	0.00562654	0.00428992	0.00339714	0.00276744	0.00273189	0.00197328	0.00169428	0.00147446	0.00129733	0.00115214	0.00103146	0.000929913	0.000843578	0.000769487	0.000705377	
0.2	1.8924	0.0380652	0.019089	0.0116854	0.0113548	0.00595993	0.00455511	0.00361417	0.00294892	0.0029119	0.00210762	0.00181127	0.00157744	0.00138878	0.00123396	0.00110513	0.000996632	0.000904299	0.000824996	0.000756325	
0.3	1.91311	0.0392532	0.019789	0.0121664	0.0117974	0.00624972	0.0047923	0.00381389	0.00312063	0.00307978	0.00224159	0.00193082	0.00168517	0.00148662	0.0013234	0.00118736	0.00107261	0.000974806	0.000890684	0.000817737	
0.4	1.93699	0.0403002	0.0204078	0.0125912	0.0121888	0.00649851	0.00499122	0.00397692	0.00325672	0.00321531	0.00234142	0.00201712	0.00176052	0.00155294	0.00138218	0.00123976	0.00111957	0.0010171	0.000928927	0.000852452	
0.5	1.96376	0.0412558	0.0209722	0.012976	0.0125445	0.00672054	0.00516843	0.00412251	0.00337906	0.00333668	0.00243324	0.00209771	0.00183208	0.00161707	0.00144012	0.00129246	0.0011678	0.00106146	0.000969921	0.000890489	
0.6	1.99329	0.0421453	0.0214954	0.0133302	0.0128726	0.00692285	0.0053292	0.00425385	0.0034886	0.00344579	0.00251369	0.00216733	0.00189292	0.00167066	0.00148762	0.00133482	0.00120574	0.0010956	0.00100076	0.000918444	
0.7	2.02557	0.0429825	0.0219853	0.0136603	0.0131784	0.00711001	0.00547758	0.00437487	0.00358948	0.00354617	0.00258802	0.00223195	0.00194975	0.00172112	0.00153281	0.00137558	0.00124275	0.00112939	0.00103178	0.000947046	
0.8	2.06064	0.0437762	0.0224474	0.0139706	0.0134656	0.00728503	0.00561612	0.00448768	0.00368332	0.00363949	0.00265677	0.00229147	0.00200182	0.00176707	0.00157363	0.00141206	0.00127553	0.00115897	0.00105858	0.000971418	
0.9	2.09865	0.044532	0.0228856	0.014264	0.0137367	0.00744999	0.00574657	0.00459382	0.00377159	0.00372708	0.00272147	0.00234756	0.00205102	0.00181062	0.00161251	0.00144702	0.00130717	0.00118778	0.00108495	0.000995668	
