Numero de iteracoes: 12
Erro: 9.45107e-07
Tempo de Resolucao do Problema: 222.974 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	0.505563	0.00191669	0.00101863	0.000648969	0.000631207	0.000349155	0.000273022	0.000220943	0.000183436	0.000183112	0.000134866	0.000117406	0.000103455	9.2066e-05	8.26194e-05	7.46788e-05	6.79282e-05	6.21327e-05	5.71132e-05	5.27321e-05	
0.25	0.481775	0.00259977	0.00147336	0.0009865	0.000911368	0.00056893	0.000458356	0.000380586	0.000323204	0.000312559	0.000246289	0.000218088	0.000195142	0.000176111	0.000160093	0.000146447	0.000134701	0.000124497	0.000115563	0.000107684	
0.5	0.460926	0.0031042	0.00177996	0.00119695	0.00109522	0.000689358	0.00055436	0.000459126	0.000388753	0.000375671	0.000294257	0.000259711	0.000231613	0.000208325	0.000188745	0.000172083	0.000157759	0.000145334	0.000134469	0.000124901	
0.75	0.442446	0.00349112	0.00200419	0.00134712	0.00122921	0.000774699	0.000622865	0.0005158	0.000436712	0.000421835	0.000330524	0.000291701	0.000260114	0.000233926	0.0002119	0.00019315	0.000177025	0.000163032	0.000150793	0.000140012	
1	0.42589	0.00379791	0.00217797	0.00146245	0.00133351	0.000839292	0.00067396	0.00055726	0.000470971	0.000455538	0.000355014	0.000312587	0.00027807	0.000249461	0.000225409	0.00020495	0.00018737	0.000172129	0.000158814	0.0001471	
1.25	0.410909	0.00404773	0.00231758	0.00155411	0.00141767	0.000889007	0.000712473	0.000587875	0.000495798	0.000480411	0.00037229	0.000327171	0.000290525	0.000260203	0.000234756	0.000213145	0.000194606	0.00017856	0.000164561	0.000152264	
1.5	0.397228	0.00425519	0.002432	0.00162791	0.00148674	0.000927364	0.0007415	0.000610439	0.000513701	0.000498719	0.000384241	0.000337005	0.000298694	0.000267034	0.000240494	0.00021798	0.000198686	0.000182003	0.000167464	0.000154704	
1.75	0.38463	0.00442975	0.00252658	0.00168745	0.00154374	0.00095677	0.000763153	0.000626818	0.000526339	0.000511973	0.000392231	0.000343371	0.000303807	0.000271164	0.000243843	0.000220701	0.000200899	0.000183803	0.000168925	0.000155887	
2	0.372942	0.00457766	0.00260482	0.0017352	0.00159068	0.000978949	0.000778924	0.000638312	0.000534855	0.000521219	0.00039716	0.000347068	0.000306575	0.000273215	0.000245333	0.000221748	0.000201593	0.000184212	0.000169104	0.000155879	
2.25	0.362029	0.00470322	0.00266917	0.00177299	0.00162902	0.000995166	0.000789888	0.00064585	0.000540059	0.00052721	0.000399667	0.000348674	0.000307521	0.000273672	0.000245422	0.00022156	0.000201196	0.000183659	0.000168435	0.000155124	
2.5	0.35178	0.00480943	0.00272146	0.00180223	0.00165986	0.00100636	0.000796838	0.000650109	0.00054254	0.000530491	0.000400206	0.000348592	0.000307008	0.000272855	0.000244393	0.000220385	0.000199921	0.000182319	0.000167055	0.000153724	
2.75	0.342106	0.00489842	0.00276306	0.00182399	0.00168404	0.00101323	0.000800355	0.000651581	0.000542719	0.000531456	0.000399101	0.000347108	0.00030529	0.000270999	0.000242462	0.000218424	0.000197961	0.000180382	0.000165156	0.000151873	
3	0.332937	0.0049716	0.00279494	0.00183905	0.00170215	0.00101627	0.000800848	0.000650607	0.000540885	0.000530376	0.000396559	0.000344399	0.000302515	0.000268218	0.000239715	0.000215735	0.000195346	0.000177849	0.00016271	0.000149516	
3.25	0.324213	0.00502977	0.00281767	0.00184791	0.00171453	0.00101582	0.000798572	0.000647386	0.000537199	0.0005274	0.000392702	0.000340584	0.000298806	0.00026465	0.000236306	0.000212491	0.000192267	0.000174932	0.00015995	0.000146905	
3.5	0.315886	0.00507303	0.0028312	0.00185056	0.00172105	0.00101195	0.000793601	0.000641957	0.000531642	0.000522528	0.000387373	0.000335436	0.00029387	0.000259937	0.000231815	0.000208218	0.000188204	0.000171068	0.000156275	0.000143408	
3.75	0.307914	0.0051005	0.00283435	0.00184591	0.00172072	0.001004	0.000785552	0.000634178	0.000524284	0.000515707	0.000380977	0.000329489	0.000288347	0.000254806	0.000227046	0.00020378	0.000184067	0.000167208	0.000152666	0.000140029	
4	0.300263	0.00510991	0.00282367	0.00182979	0.00171037	0.00098703	0.00076937	0.000618963	0.000510054	0.000502265	0.000368499	0.000317823	0.000277412	0.000244531	0.000217368	0.000194641	0.000175418	0.000159004	0.000144867	0.0001326	
