Numero de iteracoes: 12
Erro: 9.51614e-07
Tempo de Resolucao do Problema: 14109.1 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	0.505578	0.00190947	0.00101265	0.000644521	0.000627234	0.000346532	0.000270912	0.000219207	0.000181982	0.00018168	0.000133795	0.000116472	0.000102632	9.13354e-05	8.19655e-05	7.40898e-05	6.73947e-05	6.16469e-05	5.66688e-05	5.23238e-05	
0.0625	0.497595	0.00213757	0.00116562	0.000758969	0.000721699	0.000422213	0.000335192	0.000274956	0.000231109	0.000226909	0.000173434	0.000152496	0.000135618	0.000121732	0.000110128	0.000100307	9.19025e-05	8.46421e-05	7.83164e-05	7.27639e-05	
0.125	0.490364	0.00232661	0.0012853	0.000844367	0.000794052	0.000474645	0.000378413	0.000311465	0.00026253	0.000256292	0.000197774	0.000174221	0.000155183	0.000139482	0.000126335	0.000115187	0.000105631	9.73636e-05	9.01502e-05	8.38102e-05	
0.1875	0.483742	0.00248932	0.00138606	0.000915674	0.000854814	0.000518638	0.000414937	0.000342572	0.000289536	0.000281503	0.000219059	0.000193371	0.000172558	0.000155357	0.000140926	0.000128666	0.000118139	0.000109017	0.000101045	9.40281e-05	
0.25	0.477617	0.00263354	0.00147483	0.000978523	0.000908493	0.000557371	0.000446959	0.000369672	0.000312874	0.000303444	0.0002371	0.000209429	0.000186966	0.000168373	0.000152753	0.000139469	0.000128052	0.00011815	0.000109491	0.000101866	
0.3125	0.471901	0.00276416	0.00155517	0.00103534	0.000957185	0.000592098	0.000475505	0.0003937	0.000333471	0.0003229	0.00025293	0.000223495	0.000199579	0.00017977	0.00016312	0.000148953	0.000136772	0.000126204	0.000116961	0.000108818	
0.375	0.466526	0.00288432	0.00162902	0.00108739	0.00100199	0.000623575	0.000501246	0.000415269	0.000351884	0.000340372	0.000266976	0.000235924	0.000210676	0.000189749	0.00017215	0.000157169	0.000144283	0.000133098	0.000123312	0.000114689	
0.4375	0.461437	0.00299606	0.00169754	0.00113545	0.00104357	0.000652333	0.000524655	0.000434802	0.000368494	0.000356202	0.000279561	0.000247024	0.000220556	0.000198611	0.00018015	0.000164433	0.000150913	0.000139177	0.000128909	0.00011986	
0.5	0.45659	0.00310077	0.00176151	0.00118005	0.00108238	0.000678764	0.000546076	0.000452605	0.000383578	0.000370636	0.000290912	0.000257001	0.000229405	0.000206521	0.000187267	0.000170873	0.000156769	0.000144525	0.000133812	0.000124373	
0.5625	0.45195	0.00319942	0.00182148	0.00122163	0.00111873	0.00070317	0.000565774	0.000468912	0.000397341	0.000383861	0.0003012	0.000266013	0.000237373	0.000213621	0.000193636	0.000176619	0.00016198	0.000149273	0.000138156	0.000128361	
0.625	0.447491	0.00329274	0.00187788	0.00126051	0.0011529	0.000725789	0.000583953	0.000483902	0.000409946	0.000396023	0.00031056	0.000274183	0.000244573	0.000220015	0.000199354	0.000181761	0.000166629	0.000153495	0.000142006	0.000131884	
0.6875	0.44319	0.00338126	0.00193107	0.00129696	0.0011851	0.000746811	0.000600778	0.000497722	0.000421523	0.000407238	0.000319099	0.00028161	0.000251096	0.00022579	0.000204501	0.000186377	0.000170788	0.000157261	0.00014543	0.00013501	
0.75	0.439028	0.00346543	0.00198131	0.00133121	0.00121551	0.000766393	0.000616386	0.000510491	0.000432179	0.000417602	0.000326906	0.000288377	0.000257018	0.000231015	0.000209143	0.000190525	0.000174516	0.000160626	0.00014848	0.000137784	
0.8125	0.434991	0.00354559	0.00202887	0.00136345	0.00124427	0.000784668	0.00063089	0.000522309	0.000442004	0.000427196	0.000334054	0.00029455	0.000262403	0.00023575	0.000213335	0.000194259	0.000177859	0.000163634	0.000151197	0.000140248	
0.875	0.431068	0.00362205	0.00207394	0.00139385	0.00127152	0.000801747	0.000644387	0.000533262	0.000451074	0.000436089	0.000340606	0.000300188	0.000267302	0.000240043	0.000217122	0.000197621	0.000180859	0.000166324	0.000153619	0.000142437	
0.9375	0.427247	0.00369505	0.0021167	0.00142255	0.00129736	0.000817727	0.00065696	0.000543423	0.000459453	0.00044434	0.000346617	0.000305339	0.000271762	0.000243936	0.000220545	0.000200648	0.000183551	0.000168729	0.000155777	0.00014438	
1	0.42352	0.00376483	0.00215733	0.00144966	0.0013219	0.000832693	0.000668682	0.000552855	0.000467201	0.000451999	0.000352132	0.000310048	0.000275823	0.000247467	0.000223637	0.000203373	0.000185964	0.000170876	0.000157696	0.000146101	
1.0625	0.419881	0.00383159	0.00219595	0.0014753	0.00134522	0.000846717	0.000679617	0.000561616	0.000474365	0.000459112	0.000357193	0.00031435	0.000279518	0.000250667	0.000226428	0.000205822	0.000188124	0.000172791	0.0001594	0.000147623	
1.125	0.416323	0.00389549	0.00223269	0.00149956	0.00136739	0.000859865	0.000689821	0.000569753	0.000480991	0.00046572	0.000361836	0.00031828	0.000282878	0.000253564	0.000228944	0.00020802	0.000190055	0.000174494	0.000160908	0.000148965	
1.1875	0.412842	0.00395671	0.00226768	0.00152253	0.0013885	0.000872197	0.000699344	0.000577312	0.000487117	0.000471857	0.000366093	0.000321866	0.00028593	0.000256184	0.000231209	0.000209989	0.000191776	0.000176005	0.00016224	0.000150143	
1.25	0.409431	0.00401539	0.002301	0.00154429	0.00140858	0.000883763	0.000708232	0.000584333	0.000492779	0.000477555	0.000369993	0.000325134	0.000288699	0.000258549	0.000233242	0.000211747	0.000193305	0.00017734	0.00016341	0.000151172	
1.3125	0.406088	0.00407166	0.00233275	0.00156491	0.00142772	0.000894612	0.000716525	0.00059085	0.000498009	0.000482843	0.00037356	0.000328109	0.000291205	0.000260677	0.000235062	0.000213313	0.000194658	0.000178514	0.000164433	0.000152065	
1.375	0.40281	0.00412563	0.00236302	0.00158445	0.00144594	0.000904787	0.00072426	0.000596896	0.000502834	0.000487747	0.00037682	0.000330811	0.000293468	0.000262588	0.000236686	0.0002147	0.000195849	0.00017954	0.00016532	0.000152834	
1.4375	0.399591	0.00417743	0.00239188	0.00160296	0.00146331	0.000914327	0.000731471	0.0006025	0.000507282	0.000492291	0.000379791	0.000333259	0.000295505	0.000264296	0.000238128	0.000215923	0.000196891	0.000180431	0.000166083	0.000153489	
1.5	0.396431	0.00422715	0.00241939	0.0016205	0.00147985	0.000923266	0.000738188	0.00060769	0.000511375	0.000496496	0.000382494	0.00033547	0.000297332	0.000265817	0.000239401	0.000216995	0.000197795	0.000181196	0.000166732	0.000154039	
1.5625	0.393327	0.00427489	0.00244563	0.00163713	0.00149562	0.000931639	0.00074444	0.000612488	0.000515135	0.000500382	0.000384945	0.00033746	0.000298963	0.000267164	0.000240519	0.000217926	0.000198572	0.000181846	0.000167276	0.000154494	
1.625	0.390275	0.00432073	0.00247065	0.00165287	0.00151064	0.000939475	0.000750251	0.000616919	0.000518582	0.000503967	0.000387161	0.000339244	0.000300412	0.000268348	0.000241491	0.000218726	0.000199232	0.00018239	0.000167723	0.000154861	
1.6875	0.387275	0.00436475	0.00249452	0.00166779	0.00152495	0.000946802	0.000755646	0.000621001	0.000521733	0.000507267	0.000389156	0.000340834	0.000301691	0.000269381	0.000242328	0.000219405	0.000199782	0.000182835	0.000168081	0.000155146	
1.75	0.384323	0.00440704	0.00251726	0.0016819	0.00153859	0.000953645	0.000760646	0.000624755	0.000524607	0.000510297	0.000390943	0.000342243	0.000302809	0.000270272	0.000243039	0.000219971	0.000200231	0.000183188	0.000168355	0.000155355	
1.8125	0.381419	0.00444765	0.00253895	0.00169526	0.00155157	0.000960029	0.000765272	0.000628198	0.000527217	0.000513073	0.000392534	0.000343481	0.000303778	0.000271031	0.000243632	0.000220432	0.000200585	0.000183456	0.000168553	0.000155495	
1.875	0.378559	0.00448665	0.00255961	0.00170789	0.00156392	0.000965974	0.000769543	0.000631345	0.000529579	0.000515607	0.000393941	0.000344559	0.000304606	0.000271666	0.000244114	0.000220794	0.000200852	0.000183645	0.000168679	0.000155571	
1.9375	0.375744	0.0045241	0.0025793	0.00171982	0.00157567	0.000971502	0.000773475	0.000634212	0.000531705	0.00051791	0.000395174	0.000345486	0.000305302	0.000272184	0.000244494	0.000221065	0.000201036	0.00018376	0.000168739	0.000155586	
2	0.372971	0.00456007	0.00259804	0.00173109	0.00158685	0.000976631	0.000777084	0.000636813	0.000533607	0.000519995	0.000396243	0.00034627	0.000305873	0.000272592	0.000244777	0.00022125	0.000201143	0.000183806	0.000168737	0.000155545	
2.0625	0.370239	0.0045946	0.00261587	0.00174171	0.00159746	0.000981379	0.000780386	0.000639161	0.000535296	0.000521871	0.000397155	0.00034692	0.000306327	0.000272898	0.000244969	0.000221354	0.000201179	0.000183788	0.000168677	0.000155453	
2.125	0.367546	0.00462774	0.00263284	0.00175172	0.00160755	0.000985763	0.000783394	0.000641267	0.000536784	0.000523549	0.00039792	0.000347442	0.00030667	0.000273107	0.000245075	0.000221382	0.000201147	0.00018371	0.000168563	0.000155312	
2.1875	0.364892	0.00465953	0.00264896	0.00176114	0.00161711	0.000989797	0.000786122	0.000643142	0.000538079	0.000525036	0.000398545	0.000347843	0.000306908	0.000273223	0.000245101	0.000221339	0.000201052	0.000183576	0.000168399	0.000155126	
2.25	0.362275	0.00469003	0.00266426	0.00176998	0.00162617	0.000993496	0.000788581	0.000644797	0.000539191	0.000526342	0.000399037	0.00034813	0.000307047	0.000273254	0.000245051	0.000221228	0.000200897	0.000183388	0.000168188	0.000154897	
