Numero de iteracoes: 13
Erro: 2.53541e-07
Tempo de Resolucao do Problema: 125.949 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	1.864	0.0349981	0.0171072	0.0102521	0.0100689	0.00504942	0.00379986	0.0029719	0.0023924	0.00237411	0.00166832	0.00141713	0.00122048	0.00106301	0.000934738	0.000828746	0.00074009	0.000665141	0.000601181	0.000546138	
0.2	1.90499	0.0379903	0.0190816	0.0117146	0.0113605	0.00601376	0.00461204	0.00367162	0.00300557	0.00296278	0.00216141	0.00186305	0.00162723	0.00143664	0.00127998	0.00114939	0.00103923	0.000945337	0.000864568	0.000794522	
0.4	1.95688	0.0404435	0.0205641	0.0127262	0.0122959	0.0065871	0.00506246	0.00403462	0.00330389	0.0032622	0.00237398	0.00204432	0.00178339	0.00157228	0.00139861	0.00125376	0.00113154	0.00102734	0.000937708	0.000859979	
0.6	2.02038	0.0425265	0.0217636	0.0135193	0.0130389	0.00702664	0.00540948	0.00431787	0.00354109	0.00349745	0.00255189	0.00220075	0.00192268	0.00169756	0.00151225	0.00135759	0.001227	0.00111558	0.00101967	0.000936422	
0.8	2.09657	0.0443453	0.0227912	0.0141957	0.0136699	0.00740421	0.00570899	0.00456274	0.00374568	0.00370015	0.00270269	0.00233151	0.00203712	0.00179844	0.0016017	0.00143732	0.00129835	0.00117968	0.00107744	0.000988633	
1	2.18693	0.0459601	0.0237029	0.0147992	0.0142271	0.00774291	0.0059777	0.00478206	0.00392851	0.00388063	0.002837	0.00244808	0.00213943	0.00188909	0.00168271	0.00151026	0.00136449	0.00124003	0.00113281	0.00103972	
1.2	2.29344	0.0473941	0.0245202	0.0153448	0.0147243	0.00804972	0.00622093	0.00498043	0.00409387	0.00404275	0.00295862	0.00255385	0.00223243	0.0019716	0.00175646	0.00157659	0.00142446	0.00129451	0.0011825	0.0010852	
1.4	2.41861	0.0486357	0.025237	0.0158281	0.0151579	0.00832229	0.00643703	0.00515659	0.00424071	0.00418548	0.00306675	0.00264822	0.00231579	0.002046	0.00182345	0.00163739	0.00148003	0.00134561	0.00122976	0.00112913	
1.6	2.56564	0.049634	0.0258162	0.0162219	0.0155046	0.00854623	0.00661524	0.00530201	0.00436173	0.00430192	0.00315472	0.00272436	0.00238236	0.00210471	0.00187561	0.00168405	0.00152202	0.00138359	0.00126429	0.00116065	
1.8	2.73849	0.0502874	0.0261749	0.0164583	0.0157098	0.00867764	0.00672113	0.00539019	0.00443705	0.0043715	0.00321285	0.00277655	0.00242974	0.00214812	0.00191572	0.00172134	0.00155691	0.00141641	0.00129529	0.00119006	
