Numero de iteracoes: 13
Erro: 2.58449e-07
Tempo de Resolucao do Problema: 2246.57 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	1.85995	0.0347315	0.0169785	0.0101744	0.00999256	0.00501173	0.00377173	0.00295012	0.00237507	0.00235634	0.00165652	0.00140723	0.00121206	0.00105578	0.000928456	0.000823249	0.000735244	0.000660842	0.000597345	0.000542698	
0.04	1.86534	0.0354694	0.0174833	0.0105595	0.0103284	0.00527869	0.00400122	0.00315159	0.00255469	0.0025267	0.00180545	0.00154375	0.00133818	0.00117301	0.00103799	0.00092604	0.000832087	0.000752395	0.000684163	0.000625252	
0.08	1.87126	0.0361499	0.0179315	0.010889	0.0106215	0.00549153	0.00417823	0.0033021	0.0026848	0.00265255	0.00190722	0.00163451	0.00141983	0.00124697	0.00110541	0.000987818	0.000888962	0.000804978	0.000732962	0.000670698	
0.12	1.87768	0.0367808	0.0183339	0.0111766	0.0108814	0.00566865	0.00432276	0.00342302	0.00278795	0.00275328	0.00198636	0.00170462	0.0014826	0.00130367	0.00115701	0.0010351	0.000932544	0.000845363	0.000770563	0.000705857	
0.16	1.8846	0.0373687	0.0186992	0.0114322	0.011115	0.00582151	0.00444635	0.00352575	0.00287519	0.00283885	0.00205303	0.00176364	0.00153543	0.0013514	0.00120045	0.0010749	0.000969211	0.00087931	0.000802128	0.000735319	
0.2	1.89201	0.0379194	0.0190343	0.0116632	0.0113277	0.00595734	0.00455575	0.00361649	0.00295216	0.00291452	0.00211178	0.00181561	0.0015819	0.00139331	0.00123853	0.0011097	0.00100119	0.000908832	0.000829492	0.000760775	
0.24	1.8999	0.0384376	0.0193446	0.0118749	0.0115236	0.00608077	0.00465503	0.00369877	0.00302191	0.0029832	0.00216489	0.0018625	0.00162373	0.00143094	0.00127261	0.00114076	0.00102965	0.000935019	0.000853691	0.000783219	
0.28	1.90827	0.0389276	0.0196343	0.0120714	0.0117059	0.00619482	0.00474671	0.00377469	0.00308618	0.0030466	0.00221364	0.00190544	0.00166193	0.0014652	0.00130356	0.00116889	0.00105534	0.0009586	0.000875425	0.000803327	
0.32	1.9171	0.0393929	0.0199069	0.0122556	0.011877	0.00630153	0.00483242	0.00384559	0.00314609	0.0031058	0.00225888	0.00194516	0.00169719	0.00149674	0.00133198	0.00119465	0.00107881	0.000980097	0.000895195	0.000821579	
0.36	1.92639	0.0398366	0.0201651	0.0124297	0.0120389	0.0064023	0.00491327	0.00391235	0.00320238	0.00316152	0.00230118	0.00198223	0.00173	0.00152603	0.00135831	0.00121846	0.00110048	0.000999897	0.000913371	0.00083833	
0.4	1.93614	0.0402612	0.0204111	0.0125955	0.012193	0.00649811	0.00499005	0.00397562	0.00325562	0.00321431	0.00234102	0.00201705	0.00176076	0.00155344	0.0013829	0.00124067	0.00112064	0.0010183	0.000930234	0.000853848	
0.44	1.94636	0.040669	0.0206468	0.0127542	0.0123405	0.00658971	0.00506333	0.00403589	0.00330623	0.00326455	0.00237873	0.00204996	0.00178978	0.00157925	0.00140602	0.00126152	0.00113955	0.00103552	0.000946003	0.000868339	
0.48	1.95704	0.0410619	0.0208734	0.0129069	0.0124823	0.00667764	0.00513356	0.00409355	0.00335456	0.00331257	0.00241462	0.00208123	0.00181731	0.0016037	0.0014279	0.00128122	0.00115739	0.00105176	0.000960852	0.000881969	
0.52	1.96819	0.0414415	0.0210922	0.0130544	0.0126191	0.00676236	0.00520112	0.00414891	0.00340088	0.00335863	0.00244891	0.00211107	0.00184355	0.00162698	0.00144872	0.00129995	0.00117433	0.00106717	0.00097492	0.000894871	
0.56	1.97981	0.0418092	0.0213041	0.0131972	0.0127515	0.00684423	0.00526629	0.00420224	0.00344543	0.00340297	0.00248182	0.00213967	0.00186868	0.00164926	0.00146861	0.00131783	0.00119049	0.00108185	0.000988321	0.000907152	
0.6	1.99191	0.0421664	0.0215099	0.0133359	0.0128801	0.00692352	0.00532933	0.00425376	0.00348842	0.00344575	0.00251351	0.00216719	0.00189284	0.00167065	0.0014877	0.00133497	0.00120598	0.00109592	0.00100115	0.000918903	
0.64	2.00449	0.0425139	0.0217103	0.0134709	0.0130051	0.0070005	0.00539045	0.00430365	0.00353001	0.00348715	0.00254412	0.00219376	0.00191615	0.00169128	0.0015061	0.00135149	0.00122089	0.00110945	0.00101349	0.000930199	
0.68	2.01757	0.0428528	0.0219057	0.0136025	0.0131269	0.00707537	0.00544983	0.00435208	0.00357036	0.00352729	0.00257377	0.00221947	0.0019387	0.00171123	0.00152388	0.00136745	0.0012353	0.00112252	0.00102541	0.000941105	
0.72	2.03115	0.0431838	0.0220967	0.013731	0.0132457	0.00714831	0.00550764	0.00439919	0.00360958	0.00356631	0.00260256	0.00224444	0.00196058	0.00173059	0.00154114	0.00138293	0.00124927	0.00113519	0.00103695	0.000951672	
0.76	2.04525	0.0435075	0.0222835	0.0138567	0.0133619	0.00721949	0.00556401	0.0044451	0.00364778	0.00360428	0.00263059	0.00226873	0.00198187	0.00174942	0.00155792	0.00139798	0.00126285	0.00114752	0.00104818	0.000961949	
0.8	2.05988	0.0438246	0.0224665	0.0139798	0.0134755	0.00728903	0.00561906	0.00448991	0.00368507	0.00364132	0.00265792	0.00229242	0.00200264	0.00176778	0.00157428	0.00141266	0.0012761	0.00115953	0.00105913	0.000971974	
0.84	2.07507	0.0441355	0.022646	0.0141004	0.0135867	0.00735706	0.00567289	0.00453373	0.0037215	0.00367748	0.00268463	0.00231557	0.00202293	0.00178572	0.00159027	0.00142701	0.00128905	0.00117128	0.00106985	0.000981781	
0.88	2.09082	0.0444407	0.0228221	0.0142187	0.0136957	0.00742368	0.00572558	0.00457661	0.00375717	0.00371285	0.00271077	0.00233823	0.00204279	0.00180329	0.00160593	0.00144106	0.00130174	0.0011828	0.00108035	0.000991398	
0.92	2.10716	0.0447405	0.0229951	0.0143348	0.0138025	0.00748898	0.00577722	0.00461863	0.00379212	0.00374746	0.00273638	0.00236044	0.00206226	0.00182052	0.00162129	0.00145485	0.00131419	0.0011941	0.00109066	0.00100085	
0.96	2.12411	0.0450351	0.0231652	0.0144487	0.0139073	0.00755302	0.00582787	0.00465985	0.00382641	0.00378136	0.00276151	0.00238223	0.00208137	0.00183744	0.00163638	0.00146841	0.00132644	0.00120523	0.00110082	0.00101016	
1	2.1417	0.045325	0.0233323	0.0145607	0.0140101	0.00761587	0.00587759	0.00470031	0.00386007	0.0038146	0.00278619	0.00240365	0.00210016	0.00185407	0.00165122	0.00148174	0.00133849	0.00121619	0.00111082	0.00101934	
1.04	2.15995	0.0456101	0.0234968	0.0146708	0.014111	0.00767758	0.0059264	0.00474005	0.00389314	0.00384721	0.00281044	0.0024247	0.00211863	0.00187044	0.00166584	0.00149488	0.00135038	0.00122699	0.0011207	0.0010284	
1.08	2.1789	0.0458907	0.0236585	0.014779	0.0142101	0.00773819	0.00597435	0.00477909	0.00392564	0.0038792	0.00283429	0.00244541	0.00213682	0.00188656	0.00168024	0.00150784	0.0013621	0.00123766	0.00113045	0.00103736	
1.12	2.19857	0.0461669	0.0238176	0.0148853	0.0143072	0.00779772	0.00602146	0.00481746	0.00395758	0.0039106	0.00285774	0.00246579	0.00215473	0.00190243	0.00169443	0.00152061	0.00137367	0.0012482	0.00114009	0.00104622	
1.16	2.21901	0.0464387	0.023974	0.0149898	0.0144026	0.00785618	0.00606773	0.00485516	0.00398899	0.0039414	0.00288081	0.00248584	0.00217236	0.00191808	0.00170843	0.00153322	0.00138509	0.00125861	0.00114962	0.00105499	
1.2	2.24024	0.0467061	0.0241279	0.0150925	0.0144962	0.00791358	0.00611317	0.00489219	0.00401984	0.00397161	0.0029035	0.00250557	0.00218971	0.00193349	0.00172222	0.00154565	0.00139637	0.00126889	0.00115905	0.00106366	
1.24	2.26232	0.0469691	0.0242791	0.0151934	0.0145879	0.0079699	0.00615776	0.00492854	0.00405015	0.00400121	0.00292578	0.00252497	0.00220679	0.00194866	0.00173581	0.0015579	0.00140749	0.00127903	0.00116835	0.00107223	
1.28	2.2853	0.0472274	0.0244277	0.0152924	0.0146777	0.00802511	0.00620149	0.0049642	0.00407988	0.0040302	0.00294766	0.00254402	0.00222357	0.00196358	0.00174918	0.00156997	0.00141845	0.00128904	0.00117754	0.0010807	
1.32	2.30921	0.047481	0.0245734	0.0153895	0.0147656	0.00807918	0.00624431	0.00499912	0.00410901	0.00405854	0.00296911	0.00256271	0.00224004	0.00197823	0.00176231	0.00158183	0.00142923	0.00129889	0.00118659	0.00108904	
1.36	2.33411	0.0477296	0.0247162	0.0154845	0.0148515	0.00813205	0.00628618	0.00503327	0.0041375	0.0040862	0.00299009	0.002581	0.00225616	0.00199258	0.00177519	0.00159347	0.00143981	0.00130857	0.00119548	0.00109726	
1.4	2.36007	0.0479729	0.0248559	0.0155774	0.0149353	0.00818363	0.00632702	0.00506658	0.00416529	0.00411312	0.00301056	0.00259885	0.00227191	0.0020066	0.00178778	0.00160486	0.00145017	0.00131805	0.0012042	0.00110531	
1.44	2.38715	0.0482104	0.0249923	0.0156681	0.0150168	0.00823383	0.00636675	0.00509897	0.00419231	0.00413923	0.00303046	0.00261621	0.00228723	0.00202025	0.00180004	0.00161595	0.00146027	0.0013273	0.00121271	0.00111318	
1.48	2.41542	0.0484415	0.0251251	0.0157562	0.0150959	0.00828252	0.00640526	0.00513035	0.00421848	0.00416445	0.00304971	0.00263302	0.00230206	0.00203347	0.00181191	0.00162669	0.00147006	0.00133627	0.00122097	0.00112082	
1.52	2.44494	0.0486657	0.0252537	0.0158416	0.0151723	0.00832954	0.00644241	0.0051606	0.00424369	0.00418869	0.00306824	0.00264918	0.00231633	0.00204618	0.00182334	0.00163704	0.00147948	0.0013449	0.00122892	0.00112818	
1.56	2.47581	0.0488822	0.0253779	0.0159239	0.0152457	0.00837469	0.00647803	0.00518956	0.00426779	0.00421181	0.00308591	0.0026646	0.00232993	0.0020583	0.00183423	0.0016469	0.00148847	0.00135314	0.00123651	0.00113521	
1.6	2.50811	0.0490899	0.0254969	0.0160028	0.0153158	0.00841772	0.0065119	0.00521704	0.00429063	0.00423366	0.0031026	0.00267914	0.00234275	0.00206971	0.00184448	0.00165618	0.00149692	0.00136089	0.00124365	0.00114182	
1.64	2.54193	0.0492876	0.02561	0.0160775	0.015382	0.0084583	0.00654376	0.00524282	0.00431199	0.00425405	0.00311812	0.00269264	0.00235463	0.00208029	0.00185397	0.00166475	0.00150473	0.00136804	0.00125024	0.00114792	
1.68	2.57739	0.0494741	0.0257161	0.0161476	0.0154438	0.00849603	0.00657328	0.0052666	0.00433161	0.00427273	0.00313226	0.0027049	0.0023654	0.00208984	0.00186252	0.00167247	0.00151175	0.00137446	0.00125615	0.00115338	
1.72	2.61458	0.0496475	0.0258141	0.0162119	0.0155003	0.00853035	0.00659999	0.005288	0.00434917	0.00428939	0.00314475	0.00271567	0.00237481	0.00209815	0.00186993	0.00167914	0.00151779	0.00137997	0.00126121	0.00115805	
1.76	2.65364	0.0498059	0.0259024	0.0162694	0.0155506	0.00856051	0.0066233	0.00530652	0.00436422	0.00430362	0.00315522	0.00272462	0.00238255	0.00210493	0.00187593	0.00168449	0.00152261	0.00138434	0.00126519	0.00116171	
1.8	2.69469	0.049947	0.0259791	0.0163185	0.0155934	0.00858548	0.00664235	0.00532144	0.00437615	0.00431485	0.00316321	0.00273132	0.00238823	0.0021098	0.00188016	0.0016882	0.00152588	0.00138726	0.00126782	0.00116409	
1.84	2.73787	0.0500678	0.0260417	0.0163571	0.0156269	0.00860375	0.00665588	0.0053317	0.00438406	0.00432221	0.003168	0.00273513	0.00239129	0.00211225	0.00188213	0.00168979	0.00152718	0.00138832	0.00126868	0.00116479	
1.88	2.78334	0.050165	0.0260872	0.0163824	0.0156491	0.00861311	0.00666197	0.00533563	0.00438651	0.00432432	0.0031685	0.00273508	0.00239083	0.00211148	0.00188113	0.00168861	0.00152587	0.00138691	0.00126721	0.00116328	
1.92	2.83126	0.0502347	0.0261117	0.0163907	0.0156572	0.00861021	0.00665755	0.00533044	0.00438095	0.00431886	0.00316264	0.00272934	0.00238522	0.00210602	0.00187581	0.00168345	0.00152086	0.00138205	0.00126248	0.00115869	
1.96	2.88182	0.050272	0.0261104	0.016377	0.0156475	0.00858989	0.00663754	0.0053112	0.00436266	0.00430158	0.00314615	0.00271388	0.00237071	0.00209238	0.00186297	0.00167135	0.00150943	0.00137125	0.00125226	0.00114899	
2	2.93521	0.0502715	0.0260769	0.0163344	0.0156153	0.00854403	0.00659339	0.00526896	0.00432238	0.0042645	0.00310918	0.00267872	0.00233718	0.00206035	0.00183234	0.001642	0.00148127	0.00134419	0.00122623	0.00112392	
2.04	3.00221	0.0503874	0.0261144	0.0163413	0.0156246	0.00852793	0.00657353	0.00524704	0.00429942	0.00424295	0.00308532	0.00265512	0.00231394	0.00203755	0.00181	0.00162016	0.00145993	0.00132335	0.00120588	0.00110406	
2.08	3.0645	0.0505349	0.0261816	0.0163769	0.0156559	0.00853905	0.00657988	0.00525042	0.00430088	0.00424359	0.00308448	0.00265377	0.00231223	0.00203559	0.00180789	0.00161794	0.00145766	0.00132105	0.00120357	0.00110175	
2.12	3.12245	0.0507059	0.0262698	0.0164314	0.0157025	0.00856563	0.00660004	0.00526616	0.00431342	0.00425475	0.00309264	0.00266048	0.00231777	0.00204016	0.00181166	0.00162103	0.00146017	0.00132307	0.00120518	0.00110299	
2.16	3.17641	0.0508941	0.0263725	0.016498	0.0157592	0.00860107	0.00662772	0.00528832	0.00433151	0.00427132	0.00310512	0.00267105	0.00232679	0.00204792	0.00181837	0.00162688	0.0014653	0.00132759	0.00120917	0.00110655	
