Numero de iteracoes: 13
Erro: 2.58346e-07
Tempo de Resolucao do Problema: 927.506 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	1.85985	0.0347326	0.0169791	0.0101748	0.00999301	0.00501197	0.0037719	0.00295026	0.00237518	0.00235646	0.00165659	0.00140728	0.0012121	0.00105581	0.000928481	0.000823268	0.000735259	0.000660854	0.000597353	0.000542704	
0.1	1.87427	0.0364796	0.0181482	0.0110493	0.0107637	0.00559809	0.00426862	0.00338068	0.0027544	0.00271893	0.00196455	0.00168701	0.00146833	0.0012921	0.00114764	0.00102754	0.000926485	0.000840553	0.000766802	0.000702979	
0.2	1.89185	0.0379303	0.0190458	0.0116741	0.0113363	0.00596607	0.00456305	0.00362243	0.00295685	0.00291926	0.00211436	0.00181731	0.00158285	0.00139361	0.00123827	0.00110898	0.00100008	0.000907392	0.000827776	0.00075883	
0.3	1.91244	0.0391743	0.0197824	0.0121728	0.0117995	0.00625376	0.00479387	0.00381357	0.00311898	0.00307898	0.00223857	0.00192752	0.00168175	0.0014832	0.00132005	0.00118412	0.0010695	0.000971852	0.000887887	0.000815098	
0.4	1.93594	0.0402714	0.0204189	0.012601	0.0121981	0.00650108	0.00499239	0.00397759	0.00325737	0.00321596	0.00234249	0.00201841	0.001762	0.00155456	0.00138389	0.00124154	0.00112138	0.00101891	0.000930719	0.000854211	
0.5	1.96233	0.0412622	0.0209897	0.0129852	0.012555	0.0067226	0.00516949	0.00412311	0.00337939	0.0033372	0.00243314	0.0020974	0.00183158	0.0016164	0.0014393	0.00129152	0.00116675	0.00106033	0.00096873	0.000889254	
0.6	1.99166	0.0421741	0.0215147	0.013339	0.012883	0.00692537	0.00533091	0.00425514	0.00348964	0.00344693	0.0025145	0.00216808	0.00189365	0.00167139	0.00148837	0.00133559	0.00120654	0.00109643	0.00100162	0.000919325	
0.7	2.02402	0.0430259	0.0220056	0.0136697	0.013189	0.00711372	0.00548033	0.00437701	0.00359117	0.00354797	0.00258911	0.0022328	0.0019504	0.0017216	0.00153314	0.00137577	0.00124283	0.00112936	0.00103165	0.000946835	
0.8	2.05959	0.0438304	0.0224698	0.0139821	0.0134776	0.00729056	0.00562035	0.00449102	0.00368603	0.00364226	0.00265867	0.0022931	0.00200324	0.00176833	0.00157478	0.00141312	0.00127652	0.00115992	0.00105949	0.000972302	
0.9	2.0986	0.0445965	0.022912	0.0142791	0.0137513	0.00745794	0.00575275	0.00459876	0.00377563	0.00373112	0.00272433	0.00235001	0.00205312	0.00181245	0.0016141	0.00144841	0.00130837	0.00118883	0.00108585	0.000996446	
1	2.14136	0.0453299	0.0233352	0.0145628	0.014012	0.00761729	0.00587877	0.00470132	0.00386093	0.00381546	0.00278686	0.00240424	0.00210069	0.00185455	0.00165166	0.00148214	0.00133886	0.00121652	0.00111113	0.00101962	
1.1	2.18828	0.0460343	0.0237412	0.0148345	0.0142607	0.00776951	0.00599919	0.00479937	0.00394255	0.00389583	0.00284674	0.00245624	0.00214634	0.00189501	0.0016878	0.00151464	0.00136827	0.00124328	0.0011356	0.00104209	
1.2	2.23986	0.0467112	0.0241309	0.0150947	0.0144981	0.00791505	0.0061144	0.00489324	0.00402075	0.00397249	0.0029042	0.0025062	0.00219027	0.001934	0.00172268	0.00154607	0.00139675	0.00126924	0.00115937	0.00106395	
1.3	2.29673	0.0473604	0.0245042	0.0153436	0.014724	0.00805385	0.00622433	0.00498288	0.0040955	0.00404541	0.00295921	0.0025541	0.00223246	0.00197149	0.00175628	0.00157639	0.00142429	0.00129438	0.00118244	0.00108523	
1.4	2.35966	0.0479791	0.0248597	0.0155801	0.0149377	0.00818534	0.00632846	0.00506782	0.00416637	0.00411417	0.00301142	0.00259962	0.0022726	0.00200723	0.00178835	0.00160538	0.00145065	0.00131849	0.0012046	0.00110568	
1.5	2.42961	0.0485617	0.0251945	0.0158024	0.0151373	0.00830818	0.00642564	0.00514703	0.00423245	0.00417789	0.00306007	0.00264209	0.00231009	0.00204064	0.00181838	0.00163256	0.00147543	0.0013412	0.00122553	0.00112506	
1.6	2.50772	0.0490979	0.0255024	0.0160067	0.0153193	0.00842004	0.00651381	0.00521867	0.00429207	0.00423502	0.00310378	0.00268021	0.00234373	0.0020706	0.00184529	0.0016569	0.00149757	0.00136146	0.00124415	0.00114225	
1.7	2.59542	0.0495714	0.0257729	0.0161856	0.0154771	0.00851677	0.00658951	0.00527968	0.00434242	0.00428301	0.00314016	0.00271184	0.00237158	0.00209543	0.00186763	0.0016772	0.00151615	0.00137859	0.00126005	0.00115709	
1.8	2.69442	0.0499558	0.0259866	0.016325	0.0155985	0.00859023	0.00664632	0.00532473	0.00437884	0.00431749	0.00316494	0.00273266	0.00238924	0.00211053	0.00188064	0.00168848	0.00152599	0.00138723	0.00126766	0.00116383	
1.9	2.80686	0.0502107	0.0261092	0.0163957	0.0156601	0.00862037	0.00666823	0.00534128	0.00439176	0.00432875	0.00317324	0.00273967	0.00239527	0.0021158	0.00188532	0.0016927	0.00152986	0.0013908	0.001271	0.00116698	
2	2.93529	0.0502732	0.0260781	0.0163353	0.0156161	0.00854458	0.00659383	0.00526932	0.00432269	0.00426481	0.0031094	0.00267891	0.00233735	0.0020605	0.00183247	0.00164212	0.00148138	0.00134428	0.00122631	0.001124	
2.1	3.09446	0.0506123	0.0262171	0.0163951	0.0156726	0.00854285	0.00658051	0.00524894	0.00429795	0.00424091	0.00307966	0.00264846	0.00230655	0.00202966	0.00180177	0.00161171	0.00145135	0.00131469	0.0011972	0.00109539	
