Numero de iteracoes: 12
Erro: 9.49336e-07
Tempo de Resolucao do Problema: 3527.36 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	0.505574	0.00191166	0.0010144	0.000645821	0.000628355	0.000347308	0.000271541	0.000219729	0.000182422	0.000182103	0.000134123	0.000116759	0.000102886	9.15624e-05	8.21696e-05	7.42745e-05	6.75627e-05	6.18006e-05	5.681e-05	5.2454e-05	
0.0625	0.498417	0.00212231	0.00115753	0.000753969	0.000717143	0.000419823	0.000333452	0.000273654	0.000230115	0.000225926	0.000172825	0.000152013	0.000135233	0.000121422	0.000109878	0.000100104	9.17374e-05	8.45079e-05	7.82076e-05	7.26758e-05	
0.125	0.49167	0.00230829	0.00127856	0.000841953	0.000791007	0.000475001	0.000379195	0.000312432	0.000263558	0.000257161	0.000198764	0.000175158	0.000156061	0.000140299	0.000127093	0.000115889	0.000106281	9.79649e-05	9.07073e-05	8.43269e-05	
0.1875	0.485293	0.00247423	0.00138324	0.000916302	0.000854302	0.000520311	0.00041646	0.00034387	0.000290609	0.000282526	0.000219767	0.000193942	0.000173017	0.000155727	0.000141224	0.000128907	0.000118335	0.000109175	0.000101175	9.41346e-05	
0.25	0.479248	0.00262378	0.00147557	0.000981054	0.000909896	0.000559378	0.000448541	0.000370919	0.000313872	0.000304405	0.000237795	0.000210033	0.000187504	0.000168862	0.000153206	0.000139894	0.000128454	0.000118533	0.000109858	0.000102217	
0.3125	0.473502	0.00275979	0.00155837	0.00103875	0.000959696	0.000594062	0.000476987	0.000394859	0.000334411	0.000323798	0.000253612	0.000224093	0.000200111	0.000180247	0.00016355	0.000149343	0.000137126	0.000126526	0.000117254	0.000109085	
0.375	0.468026	0.00288451	0.00163361	0.00109102	0.00100499	0.000625393	0.000502616	0.000416358	0.000352788	0.000341225	0.000267653	0.000236525	0.000211215	0.000190238	0.000172596	0.000157578	0.000144661	0.00013345	0.000123641	0.000114998	
0.4375	0.462793	0.00299972	0.00170274	0.00113895	0.00104666	0.000653993	0.000525927	0.000435834	0.000369364	0.000357017	0.000280222	0.000247611	0.000221081	0.000199085	0.00018058	0.000164825	0.000151271	0.000139506	0.000129212	0.000120141	
0.5	0.457782	0.00310683	0.00176679	0.00118328	0.00108533	0.00068028	0.000547261	0.000453581	0.000384407	0.000371412	0.000291544	0.000257562	0.000229907	0.000206973	0.000187677	0.000171247	0.000157111	0.000144841	0.000134105	0.000124645	
0.5625	0.452972	0.00320697	0.00182652	0.00122452	0.00112144	0.000704556	0.000566874	0.000469826	0.00039812	0.00038459	0.000301793	0.000266537	0.000237841	0.000214041	0.000194017	0.000176966	0.000162297	0.000149565	0.000138425	0.00012861	
0.625	0.448344	0.00330104	0.00188251	0.00126306	0.00115532	0.000727053	0.000584968	0.000484748	0.000410666	0.000396699	0.000311106	0.000274664	0.000245002	0.0002204	0.000199702	0.000182078	0.000166919	0.000153762	0.000142252	0.000132113	
0.6875	0.443882	0.00338976	0.0019352	0.0012992	0.00118723	0.000747959	0.000601706	0.000498495	0.00042218	0.000407856	0.000319594	0.000282046	0.000251483	0.000226137	0.000204814	0.000186662	0.000171049	0.000157501	0.000145651	0.000135214	
0.75	0.439573	0.00347374	0.00198494	0.00133317	0.00121737	0.00076743	0.000617225	0.000511188	0.000432769	0.00041816	0.000327348	0.000288765	0.000257363	0.000231324	0.000209422	0.000190778	0.000174747	0.000160838	0.000148675	0.000137965	
0.8125	0.435404	0.00355344	0.00203201	0.00136516	0.00124588	0.000785596	0.00063164	0.00052293	0.000442527	0.000427693	0.000334443	0.000294892	0.000262705	0.00023602	0.000213579	0.00019448	0.000178061	0.000163819	0.000151368	0.000140406	
0.875	0.431363	0.00362929	0.00207664	0.00139534	0.00127291	0.000802571	0.00064505	0.000533808	0.000451532	0.000436527	0.000340945	0.000300484	0.000267564	0.000240277	0.000217333	0.000197812	0.000181033	0.000166483	0.000153765	0.000142572	
0.9375	0.42744	0.00370159	0.002119	0.00142384	0.00129856	0.000818451	0.000657539	0.000543897	0.000459849	0.00044472	0.000346908	0.000305593	0.000271986	0.000244135	0.000220724	0.00020081	0.000183698	0.000168863	0.0001559	0.000144494	
1	0.423626	0.00377065	0.00215928	0.00145078	0.00132293	0.000833322	0.000669182	0.000553262	0.000467538	0.000452326	0.000352378	0.000310262	0.000276011	0.000247634	0.000223787	0.000203508	0.000186086	0.000170988	0.000157798	0.000146195	
1.0625	0.419914	0.00383668	0.0021976	0.00147626	0.00134611	0.000847258	0.000680043	0.00056196	0.000474649	0.00045939	0.000357399	0.000314528	0.000279673	0.000250805	0.000226551	0.000205932	0.000188224	0.000172881	0.000159482	0.000147699	
1.125	0.416295	0.00389991	0.00223408	0.00150039	0.00136816	0.000860326	0.00069018	0.00057004	0.000481226	0.000465952	0.000362004	0.000318425	0.000283004	0.000253676	0.000229043	0.000208108	0.000190134	0.000174566	0.000160974	0.000149025	
1.1875	0.412763	0.00396049	0.00226884	0.00152324	0.00138915	0.000872583	0.000699642	0.000577548	0.000487308	0.000472048	0.000366228	0.000321981	0.00028603	0.000256271	0.000231286	0.000210057	0.000191837	0.00017606	0.00016229	0.000150188	
1.25	0.409314	0.00401859	0.00230197	0.0015449	0.00140915	0.000884083	0.000708474	0.000584522	0.000492931	0.00047771	0.000370098	0.000325223	0.000288775	0.000258615	0.000233299	0.000211798	0.00019335	0.00017738	0.000163446	0.000151204	
1.3125	0.40594	0.00407435	0.00233356	0.00156542	0.0014282	0.000894873	0.000716719	0.000590998	0.000498126	0.000482966	0.00037364	0.000328175	0.00029126	0.000260725	0.000235103	0.000213348	0.000194689	0.000178541	0.000164457	0.000152086	
1.375	0.402639	0.00412787	0.0023637	0.00158487	0.00144635	0.000904996	0.000724411	0.000597009	0.000502921	0.000487842	0.000376876	0.000330857	0.000293505	0.000262619	0.000236712	0.000214723	0.000195868	0.000179556	0.000165334	0.000152845	
1.4375	0.399405	0.00417928	0.00239244	0.00160331	0.00146366	0.000914489	0.000731585	0.000602583	0.000507343	0.000492361	0.000379828	0.000333287	0.000295527	0.000264314	0.000238141	0.000215934	0.000196899	0.000180437	0.000166088	0.000153493	
1.5	0.396234	0.00422867	0.00241986	0.0016208	0.00148015	0.00092339	0.00073827	0.000607745	0.000511414	0.000496545	0.000382514	0.000335484	0.000297341	0.000265823	0.000239405	0.000216996	0.000197795	0.000181195	0.00016673	0.000154036	
1.5625	0.393124	0.00427612	0.00244602	0.00163736	0.00149587	0.000931729	0.000744494	0.000612522	0.000515155	0.000500413	0.000384952	0.000337462	0.000298962	0.00026716	0.000240513	0.000217919	0.000198565	0.000181839	0.000167268	0.000154486	
1.625	0.390071	0.00432173	0.00247098	0.00165307	0.00151086	0.000939536	0.000750283	0.000616934	0.000518586	0.000503983	0.000387156	0.000339236	0.000300402	0.000268336	0.000241478	0.000218713	0.000199219	0.000182377	0.00016771	0.000154848	
