Numero de iteracoes: 24
Erro: 9.4476e-07
Tempo de Resolucao do Problema: 123.044 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19
5.4	0.0097967	0.00194247	0.00154076	0.00164946	0.00180789	0.00204488	0.00155225	0.00177597	0.00209931	0.00259156	0.00339511	0.0048054	0.00304268	0.00305001	0.00248987	0.00090919	0.000282999	2.48363e-05	4.36096e-06	
5.6	0.00870492	0.00175054	0.0013891	0.00148771	0.00163133	0.00184596	0.0014016	0.00160384	0.00189587	0.00234004	0.00306433	0.00433453	0.00275055	0.00275702	0.00225042	0.000821994	0.000255845	2.24541e-05	3.94264e-06	
5.8	0.00773925	0.00157748	0.00125221	0.0013416	0.00147169	0.00166593	0.00126518	0.0014479	0.00171153	0.00211213	0.00276472	0.0039084	0.00248515	0.00249082	0.00203289	0.000742737	0.000231165	2.02888e-05	3.5624e-06	
6	0.00688443	0.00142144	0.00112868	0.00120965	0.00132739	0.00150306	0.0011417	0.00130669	0.00154456	0.00190572	0.0024935	0.00352296	0.00224423	0.00224916	0.00183545	0.000670761	0.000208755	1.83224e-05	3.21711e-06	
6.2	0.00612717	0.00128075	0.00101723	0.00109049	0.00119698	0.00135577	0.00102996	0.00117887	0.0013934	0.00171886	0.00224808	0.00317446	0.00202569	0.00202994	0.00165636	0.000605447	0.000188419	1.6538e-05	2.90378e-06	
6.4	0.00545584	0.00115391	0.000916666	0.00098291	0.00107916	0.00122259	0.000928883	0.0010632	0.00125659	0.00154976	0.00202609	0.00285946	0.00182755	0.00183119	0.00149402	0.000546211	0.000169978	1.49197e-05	2.61962e-06	
6.6	0.0048603	0.00103955	0.000825939	0.000885785	0.000972714	0.00110219	0.000837464	0.000958563	0.00113281	0.00139677	0.00182534	0.00257481	0.00164799	0.00165106	0.00134691	0.000492513	0.000153261	1.34527e-05	2.36202e-06	
6.8	0.00433164	0.000936431	0.000744082	0.000798101	0.000876552	0.000993355	0.000754791	0.00086391	0.00102083	0.00125839	0.00164381	0.00231759	0.0014853	0.00148785	0.00121363	0.000443846	0.000138112	1.21232e-05	2.12857e-06	
7	0.00386206	0.000843446	0.00067022	0.000718935	0.000789678	0.00089497	0.000680027	0.000778291	0.000919523	0.0011332	0.00147968	0.00208517	0.0013379	0.00133998	0.00109289	0.000399743	0.000124384	1.09183e-05	1.91701e-06	
7.2	0.00344472	0.00075958	0.000603564	0.000647449	0.000711184	0.000806024	0.00061241	0.000700837	0.000827867	0.00101995	0.00133124	0.0018751	0.00120435	0.001206	0.000983494	0.000359766	0.000111941	9.82617e-06	1.72525e-06	
7.4	0.0030736	0.000683922	0.000543395	0.000582883	0.000640246	0.000725591	0.00055124	0.00063075	0.000744918	0.000917469	0.00119695	0.00168515	0.00108329	0.00108453	0.000884324	0.000323515	0.000100657	8.83578e-06	1.55135e-06	
7.6	0.00274339	0.000615643	0.000489062	0.000524545	0.00057611	0.000652826	0.000495879	0.0005673	0.000669812	0.000824675	0.00107539	0.00151327	0.000973489	0.000974336	0.000794351	0.000290612	9.04169e-05	7.93687e-06	1.39352e-06	
7.8	0.00244943	0.000553994	0.000439973	0.000471806	0.00051809	0.000586957	0.000445742	0.00050982	0.000601757	0.000740586	0.00096525	0.0013576	0.00087378	0.000874241	0.000712615	0.000260709	8.111e-05	7.11986e-06	1.25007e-06	
8	0.0021876	0.000498295	0.000395591	0.00042409	0.00046556	0.000527276	0.000400291	0.000457692	0.000540021	0.000664293	0.000865327	0.00121638	0.000783092	0.000783158	0.000638218	0.000233476	7.26344e-05	6.37576e-06	1.11943e-06	
8.2	0.00195427	0.000447926	0.000355424	0.000380873	0.000417942	0.000473132	0.00035903	0.000410347	0.000483928	0.000594955	0.000774501	0.00108802	0.000700415	0.000700063	0.000570312	0.000208604	6.48928e-05	5.69603e-06	1.00008e-06	
8.4	0.0017462	0.000402321	0.000319022	0.00034167	0.000374706	0.000423921	0.0003215	0.000367257	0.000432847	0.000531784	0.000691726	0.000970996	0.000624795	0.00062398	0.000508083	0.00018579	5.77914e-05	5.07242e-06	8.90595e-07	
8.6	0.00156057	0.000360955	0.000285965	0.000306031	0.000335355	0.000379077	0.000287268	0.000327922	0.000386184	0.000474036	0.000616009	0.000863871	0.000555313	0.000553966	0.000450737	0.00016474	5.12375e-05	4.49675e-06	7.89527e-07	
8.8	0.00139484	0.00032334	0.000255862	0.000273532	0.000299418	0.000338063	0.00025592	0.000291865	0.000343366	0.000420993	0.00054639	0.000765245	0.000491063	0.000489081	0.000397475	0.00014515	4.51357e-05	3.9606e-06	6.95398e-07	
9	0.00124677	0.00028901	0.000228336	0.000243763	0.000266439	0.000300351	0.00022705	0.000258613	0.000303825	0.00037194	0.000481907	0.000673709	0.00043112	0.000428361	0.000347456	0.000126697	3.93823e-05	3.45474e-06	6.06593e-07	
9.2	0.00111434	0.000257503	0.000203009	0.000216309	0.000235952	0.0002654	0.000200238	0.000227677	0.000266968	0.000326127	0.000421545	0.000587759	0.00037449	0.000370753	0.000299744	0.000109006	3.38554e-05	2.96818e-06	5.21182e-07	
9.4	0.000995745	0.000228332	0.00017948	0.000190723	0.000207447	0.000232614	0.000175014	0.000198504	0.000232126	0.000282698	0.000364136	0.000505643	0.000320003	0.000315005	0.000253196	9.1605e-05	2.83929e-05	2.48596e-06	4.36544e-07	
9.6	0.000889302	0.000200908	0.000157252	0.00016645	0.000180286	0.000201233	0.000150779	0.000170384	0.000198425	0.000240528	0.000308128	0.000424994	0.000266069	0.000259409	0.000206211	7.38016e-05	2.27416e-05	1.98339e-06	3.48329e-07	
9.8	0.000793287	0.000174187	0.000135444	0.000142497	0.000153329	0.000169908	0.000126469	0.000142062	0.000164334	0.000197652	0.000250808	0.000341646	0.0002099	0.000200925	0.000155879	5.42977e-05	1.63863e-05	1.40594e-06	2.46446e-07	
10	0.000704901	0.000144337	0.000110673	0.000114912	0.000121871	0.000132884	9.74253e-05	0.000107933	0.000122872	0.000144959	0.000179425	0.000235854	0.00013836	0.000125311	8.8541e-05	2.69455e-05	6.77201e-06	4.68994e-07	6.87754e-08	
