Numero de iteracoes: 24
Erro: 9.44744e-07
Tempo de Resolucao do Problema: 933.564 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19
7.4	0.00307356	0.000683848	0.00054334	0.000582827	0.000640186	0.000725524	0.00055119	0.000630694	0.000744853	0.000917391	0.00119685	0.00168501	0.0010832	0.00108444	0.000884247	0.000323486	0.000100649	8.83501e-06	1.55122e-06	
7.6	0.00274336	0.000615577	0.000489013	0.000524495	0.000576057	0.000652767	0.000495835	0.000567251	0.000669756	0.000824606	0.0010753	0.00151315	0.000973405	0.000974253	0.000794284	0.000290587	9.04092e-05	7.93619e-06	1.3934e-06	
7.8	0.0024494	0.000553936	0.00043993	0.000471762	0.000518044	0.000586906	0.000445703	0.000509777	0.000601707	0.000740525	0.000965174	0.00135749	0.000873707	0.000874169	0.000712557	0.000260687	8.11033e-05	7.11927e-06	1.24997e-06	
8	0.00218758	0.000498244	0.000395553	0.000424051	0.000465519	0.000527231	0.000400257	0.000457654	0.000539978	0.000664241	0.000865261	0.00121629	0.000783028	0.000783096	0.000638168	0.000233458	7.26286e-05	6.37525e-06	1.11934e-06	
8.2	0.00195424	0.000447881	0.000355391	0.000380839	0.000417907	0.000473093	0.000359001	0.000410315	0.00048389	0.000594909	0.000774444	0.00108794	0.000700361	0.00070001	0.000570269	0.000208588	6.48879e-05	5.6956e-06	1.00001e-06	
8.4	0.00174618	0.00040228	0.000318992	0.00034164	0.000374675	0.000423887	0.000321475	0.000367229	0.000432815	0.000531745	0.000691677	0.000970929	0.00062475	0.000623935	0.000508047	0.000185777	5.77874e-05	5.07206e-06	8.90532e-07	
8.6	0.00156055	0.000360919	0.000285939	0.000306005	0.000335328	0.000379047	0.000287246	0.000327898	0.000386157	0.000474003	0.000615968	0.000863815	0.000555275	0.000553929	0.000450708	0.000164729	5.12342e-05	4.49646e-06	7.89475e-07	
8.8	0.00139483	0.000323309	0.00025584	0.000273509	0.000299395	0.000338038	0.000255902	0.000291845	0.000343343	0.000420966	0.000546356	0.0007652	0.000491032	0.000489053	0.000397452	0.000145142	4.51331e-05	3.96038e-06	6.95359e-07	
9	0.00124676	0.000288984	0.000228317	0.000243744	0.00026642	0.00030033	0.000227035	0.000258597	0.000303806	0.000371918	0.00048188	0.000673675	0.000431098	0.000428341	0.00034744	0.000126691	3.93806e-05	3.45459e-06	6.06566e-07	
9.2	0.00111433	0.000257481	0.000202994	0.000216294	0.000235937	0.000265385	0.000200227	0.000227665	0.000266955	0.000326112	0.000421526	0.000587736	0.000374476	0.00037074	0.000299734	0.000109003	3.38544e-05	2.96811e-06	5.21168e-07	
9.4	0.00099573	0.000228307	0.000179463	0.000190708	0.000207433	0.000232602	0.000175006	0.000198496	0.000232119	0.00028269	0.000364128	0.000505633	0.000319997	0.000315002	0.000253195	9.16051e-05	2.8393e-05	2.48597e-06	4.36544e-07	
9.6	0.000889277	0.00020086	0.000157218	0.000166418	0.000180255	0.000201205	0.000150762	0.000170368	0.000198412	0.000240518	0.000308123	0.000424998	0.000266076	0.000259418	0.000206219	7.38053e-05	2.27429e-05	1.9835e-06	3.48335e-07	
9.8	0.000793284	0.000174174	0.000135429	0.000142476	0.000153301	0.000169872	0.000126439	0.000142026	0.00016429	0.0001976	0.000250746	0.000341583	0.000209884	0.000200932	0.0001559	5.43068e-05	1.63889e-05	1.40598e-06	2.4637e-07	
10	0.000704884	0.000144304	0.000110649	0.000114888	0.000121846	0.000132858	9.74077e-05	0.000107915	0.000122853	0.00014494	0.000179406	0.000235841	0.000138363	0.000125324	8.85637e-05	2.69581e-05	6.77729e-06	4.69466e-07	6.88675e-08	
